10000, 0.002156, 0, 5367
20000, 0.004368, 0, 11183
30000, 0.005287, 1, -988141
40000, 0.004009, 0, 14295
50000, 0.007384, 0, 24878
60000, 0.010388, 0, 26129
70000, 0.014017, 0, 38301
80000, 0.014923, 0, 48962
90000, 0.015871, 0, 42125
100000, 0.012720, 0, 55824
10000, 0.002060, 0, 5389
20000, 0.004091, 0, 10451
30000, 0.006478, 0, 15759
40000, 0.003703, 0, 11602
50000, 0.004746, 0, 26032
60000, 0.007363, 0, 23282
70000, 0.003141, 0, 39279
80000, 0.013654, 1, -963738
90000, 0.018291, 0, 76151
100000, 0.014872, 0, 60019
10000, 0.002029, 0, 5650
20000, 0.004343, 0, 10080
30000, 0.005202, 0, 12854
40000, 0.008445, 0, 20359
50000, 0.006699, 0, 19697
60000, 0.013123, 0, 45165
70000, 0.016378, 0, 38064
80000, 0.015043, 0, 43417
90000, 0.016258, 0, 54308
100000, 0.015116, 0, 45838
10000, 0.002569, 0, 10231
20000, 0.001860, 0, 8466
30000, 0.005406, 0, 13182
40000, 0.008876, 0, 33648
50000, 0.010438, 0, 38897
60000, 0.014595, 0, 43125
70000, 0.012853, 0, 56120
80000, 0.012898, 0, 57414
90000, 0.017715, 0, 52149
100000, 0.012863, 0, 49782
10000, 0.003934, 0, 8424
20000, 0.002869, 0, 10743
30000, 0.006325, 0, 15345
40000, 0.003423, 0, 10416
50000, 0.017915, 0, 33186
60000, 0.007177, 0, 23904
70000, 0.013943, 0, 44113
80000, 0.014990, 0, 57258
90000, 0.017042, 0, 54021
100000, 0.012492, 0, 46195
10000, 0.003296, 0, 8989
20000, 0.006712, 0, 21380
30000, 0.009719, 0, 18561
40000, 0.008562, 0, 23234
50000, 0.009831, 0, 21205
60000, 0.009286, 0, 41874
70000, 0.011958, 0, 36735
80000, 0.015244, 0, 34483
90000, 0.010185, 0, 35695
100000, 0.011388, 0, 49526
10000, 0.002179, 0, 6669
20000, 0.004555, 0, 11855
30000, 0.006741, 0, 14483
40000, 0.003725, 0, 11231
50000, 0.011465, 0, 34809
60000, 0.005203, 0, 12686
70000, 0.017683, 0, 91410
80000, 0.005552, 0, 25198
90000, 0.013774, 0, 49729
100000, 0.009106, 0, 28382
10000, 0.002254, 0, 5716
20000, 0.004865, 0, 12600
30000, 0.002121, 0, 8656
40000, 0.006538, 0, 29201
50000, 0.012119, 0, 31938
60000, 0.010722, 0, 35381
70000, 0.014275, 0, 41117
80000, 0.013582, 0, 48105
90000, 0.011373, 0, 41932
100000, 0.014346, 1, -939771
10000, 0.002025, 0, 6756
20000, 0.000269, 0, 2384
30000, 0.009244, 0, 29169
40000, 0.006431, 0, 16542
50000, 0.009606, 0, 23886
60000, 0.004430, 0, 15456
70000, 0.023982, 0, 93495
80000, 0.015444, 0, 40844
90000, 0.011275, 0, 28137
100000, 0.011524, 0, 29791
10000, 0.003695, 0, 7650
20000, 0.003839, 0, 10286
30000, 0.006189, 0, 14924
40000, 0.007632, 0, 36749
50000, 0.012031, 0, 34499
60000, 0.014217, 0, 57711
70000, 0.007191, 0, 25360
80000, 0.014134, 0, 46043
90000, 0.017062, 0, 52024
100000, 0.032083, 1, -869889
10000, 0.004555, 0, 13627
20000, 0.001431, 0, 4860
30000, 0.001080, 0, 5268
40000, 0.008863, 0, 28053
50000, 0.005216, 0, 15571
60000, 0.006170, 0, 46281
70000, 0.010407, 0, 26392
80000, 0.015258, 0, 51095
90000, 0.020342, 0, 64640
100000, 0.017801, 0, 51352
10000, 0.002583, 0, 14193
20000, 0.007514, 0, 18070
30000, 0.006242, 0, 14970
40000, 0.000421, 0, 3906
50000, 0.000309, 0, 4853
60000, 0.005505, 0, 19228
70000, 0.012117, 0, 38256
80000, 0.014232, 0, 39654
90000, 0.015962, 0, 50901
100000, 0.026973, 0, 68420
10000, 0.000832, 0, 3039
20000, 0.003981, 0, 9675
30000, 0.006561, 0, 15276
40000, 0.007165, 0, 33842
50000, 0.010566, 0, 28406
60000, 0.014171, 0, 44332
70000, 0.012005, 0, 34056
80000, 0.012078, 0, 44744
90000, 0.001458, 0, 15670
100000, 0.018852, 0, 68528
10000, 0.001579, 0, 4986
20000, 0.000751, 0, 3683
30000, 0.005674, 0, 13359
40000, 0.008132, 0, 18926
50000, 0.009508, 0, 42441
60000, 0.020310, 0, 69698
70000, 0.011600, 0, 31942
80000, 0.008899, 0, 15456
90000, 0.007024, 0, 21217
100000, 0.030209, 0, 102337
10000, 0.002136, 0, 5874
20000, 0.001688, 0, 6224
30000, 0.008991, 0, 17630
40000, 0.000156, 0, 3688
50000, 0.006242, 0, 16886
60000, 0.011821, 0, 39431
70000, 0.005242, 0, 26964
80000, 0.006604, 0, 21113
90000, 0.022569, 0, 92988
100000, 0.012712, 0, 35951
10000, 0.003657, 0, 7984
20000, 0.007640, 0, 15260
30000, 0.008774, 0, 42607
40000, 0.003440, 0, 10503
50000, 0.011006, 0, 26895
60000, 0.006053, 0, 16365
70000, 0.009472, 0, 37243
80000, 0.013787, 0, 38865
90000, 0.025153, 0, 141345
100000, 0.033646, 0, 138926
10000, 0.002175, 0, 9365
20000, 0.004370, 0, 11130
30000, 0.005655, 0, 14067
40000, 0.009840, 0, 31366
50000, 0.005768, 0, 12906
60000, 0.000871, 0, 6704
70000, 0.014935, 0, 55892
80000, 0.014010, 0, 45193
90000, 0.012578, 0, 39432
100000, 0.027322, 0, 106719
10000, 0.002101, 0, 5570
20000, 0.003476, 0, 8075
30000, 0.005938, 0, 18367
40000, 0.008335, 0, 21922
50000, 0.007647, 0, 22717
60000, 0.010018, 0, 26520
70000, 0.008631, 0, 21944
80000, 0.015158, 0, 38663
90000, 0.004999, 0, 30907
100000, 0.011612, 0, 26720
10000, 0.002400, 0, 8838
20000, 0.003836, 0, 10740
30000, 0.006639, 0, 17055
40000, 0.007667, 0, 22660
50000, 0.010202, 0, 31483
60000, 0.005373, 0, 25571
70000, 0.015595, 0, 49278
80000, 0.011252, 0, 51330
90000, 0.017808, 0, 54799
100000, 0.012161, 0, 33092
10000, 0.001941, 0, 5621
20000, 0.001291, 0, 5240
30000, 0.007871, 0, 31461
40000, 0.009629, 0, 36434
50000, 0.004462, 0, 14237
60000, 0.006981, 0, 13748
70000, 0.014910, 0, 48737
80000, 0.013557, 0, 45250
90000, 0.010780, 0, 39034
100000, 0.029884, 1, -888068
10000, 0.002422, 0, 9320
20000, 0.004632, 0, 17163
30000, 0.005709, 0, 14781
40000, 0.006435, 0, 15997
50000, 0.010787, 0, 35720
60000, 0.007122, 0, 27296
70000, 0.004875, 0, 20395
80000, 0.010277, 0, 49879
90000, 0.028624, 0, 113589
100000, 0.019115, 0, 56998
10000, 0.002347, 0, 5765
20000, 0.005442, 0, 13600
